Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_232058_20160718_20200906_02_T1,LC08_L1TP_232058_20160718_20200906_02_T1,LC82320582016200LGN01,2016/07/18,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/06,2020/09/06,2016-07-18 14:17:13.738614,2016-07-18 14:17:45.50861,LGN,DAY,  45.61,  45.61,267,5,    7.666,    5.393,    5.448,LPGS_15.3.1c,57.29239159,54.43876723,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.40"N,60°52'09.59"W,3°56'24.76"N,61°53'28.32"W,3°56'05.82"N,59°50'39.62"W,1°50'23.53"N,61°53'35.63"W,1°50'14.71"N,59°51'00.47"W,  2.89289, -60.86933,  3.94021, -61.89120,  3.93495, -59.84434,  1.83987, -61.89323,  1.83742, -59.85013,LC08_L2SP_232058_20160718_20200906_02_T1,LC82320582016200LGN01
LC08_L2SP_231058_20160727_20200906_02_T1,LC08_L1TP_231058_20160727_20200906_02_T1,LC82310582016209LGN01,2016/07/27,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/06,2020/09/06,2016-07-27 14:11:05.044482,2016-07-27 14:11:36.814478,LGN,DAY,  81.63,  81.63,78,5,    7.747,    5.875,    5.050,LPGS_15.3.1c,58.13495957,57.52740361,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.51"N,59°19'10.31"W,3°56'12.88"N,60°20'53.23"W,3°56'33.54"N,58°17'46.07"W,1°50'13.45"N,60°20'31.09"W,1°50'23.10"N,58°17'37.46"W,  2.89292, -59.31953,  3.93691, -60.34812,  3.94265, -58.29613,  1.83707, -60.34197,  1.83975, -58.29374,LC08_L2SP_231058_20160727_20200906_02_T1,LC82310582016209LGN01
LC08_L2SP_232058_20160803_20200906_02_T2,LC08_L1GT_232058_20160803_20200906_02_T2,LC82320582016216LGN01,2016/08/03,T2,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/06,2020/09/06,2016-08-03 14:17:16.913856,2016-08-03 14:17:48.683853,LGN,DAY,  99.98,  99.98,-1,5,    0.000,    0.000,    0.000,LPGS_15.3.1c,58.97695856,60.44731876,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.40"N,60°51'32.58"W,3°56'24.68"N,61°52'49.40"W,3°56'05.68"N,59°50'00.78"W,1°50'23.53"N,61°52'56.82"W,1°50'14.64"N,59°50'21.70"W,  2.89261, -60.85905,  3.94019, -61.88039,  3.93491, -59.83355,  1.83987, -61.88245,  1.83740, -59.83936,LC08_L2SP_232058_20160803_20200906_02_T2,LC82320582016216LGN01
LC08_L2SP_231058_20160812_20200906_02_T1,LC08_L1TP_231058_20160812_20200906_02_T1,LC82310582016225LGN01,2016/08/12,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/06,2020/09/06,2016-08-12 14:11:07.067749,2016-08-12 14:11:38.837746,LGN,DAY,  39.97,  39.97,322,5,    7.310,    5.158,    5.180,LPGS_15.3.1c,60.23910238,64.89791473,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'33.18"N,59°18'23.44"W,3°56'13.06"N,60°20'04.67"W,3°56'33.61"N,58°16'57.43"W,1°50'13.52"N,60°19'42.64"W,1°50'23.14"N,58°16'48.94"W,  2.89255, -59.30651,  3.93696, -60.33463,  3.94267, -58.28262,  1.83709, -60.32851,  1.83976, -58.28026,LC08_L2SP_231058_20160812_20200906_02_T1,LC82310582016225LGN01
LC08_L2SP_232058_20160819_20200906_02_T1,LC08_L1TP_232058_20160819_20200906_02_T1,LC82320582016232LGN01,2016/08/19,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/06,2020/09/06,2016-08-19 14:17:21.582255,2016-08-19 14:17:53.352252,LGN,DAY,   7.18,   7.18,572,5,    7.012,    5.194,    4.710,LPGS_15.3.1c,61.30631398,68.94907064,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.37"N,60°51'29.27"W,3°56'24.68"N,61°52'49.40"W,3°56'05.68"N,59°50'00.78"W,1°50'23.53"N,61°52'56.82"W,1°50'14.64"N,59°50'21.70"W,  2.89288, -60.85813,  3.94019, -61.88039,  3.93491, -59.83355,  1.83987, -61.88245,  1.83740, -59.83936,LC08_L2SP_232058_20160819_20200906_02_T1,LC82320582016232LGN01
LC08_L2SP_231058_20160828_20200906_02_T1,LC08_L1TP_231058_20160828_20200906_02_T1,LC82310582016241LGN01,2016/08/28,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/06,2020/09/06,2016-08-28 14:11:14.580925,2016-08-28 14:11:46.350922,LGN,DAY,  62.79,  62.79,315,5,    6.875,    5.098,    4.612,LPGS_15.3.1c,62.67551013,74.96971606,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.08"N,59°19'10.74"W,3°56'12.88"N,60°20'53.23"W,3°56'33.54"N,58°17'46.07"W,1°50'13.45"N,60°20'31.09"W,1°50'23.10"N,58°17'37.46"W,  2.89280, -59.31965,  3.93691, -60.34812,  3.94265, -58.29613,  1.83707, -60.34197,  1.83975, -58.29374,LC08_L2SP_231058_20160828_20200906_02_T1,LC82310582016241LGN01
LC08_L2SP_232058_20160904_20200906_02_T1,LC08_L1TP_232058_20160904_20200906_02_T1,LC82320582016248LGN01,2016/09/04,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/06,2020/09/06,2016-09-04 14:17:27.638547,2016-09-04 14:17:59.408544,LGN,DAY,  46.02,  46.02,343,5,    8.351,    5.943,    5.867,LPGS_15.3.1c,63.65501111,80.31410041,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.29"N,60°51'59.72"W,3°56'24.72"N,61°53'18.56"W,3°56'05.78"N,59°50'29.94"W,1°50'23.53"N,61°53'25.94"W,1°50'14.71"N,59°50'50.78"W,  2.89258, -60.86659,  3.94020, -61.88849,  3.93494, -59.84165,  1.83987, -61.89054,  1.83742, -59.84744,LC08_L2SP_232058_20160904_20200906_02_T1,LC82320582016248LGN01
LC08_L2SP_231058_20160913_20200906_02_T1,LC08_L1TP_231058_20160913_20200906_02_T1,LC82310582016257LGN01,2016/09/13,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/06,2020/09/06,2016-09-13 14:11:18.443165,2016-09-13 14:11:50.213163,LGN,DAY,  30.44,  30.44,256,5,    8.232,    5.532,    6.096,LPGS_15.3.1c,64.67579729,87.96650506,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'33.72"N,59°19'16.28"W,3°56'12.84"N,60°21'02.95"W,3°56'33.50"N,58°17'55.79"W,1°50'13.42"N,60°20'40.81"W,1°50'23.06"N,58°17'47.18"W,  2.89270, -59.32119,  3.93690, -60.35082,  3.94264, -58.29883,  1.83706, -60.34467,  1.83974, -58.29644,LC08_L2SP_231058_20160913_20200906_02_T1,LC82310582016257LGN01
LC08_L2SP_232058_20160920_20200906_02_T1,LC08_L1TP_232058_20160920_20200906_02_T1,LC82320582016264LGN01,2016/09/20,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/06,2020/09/06,2016-09-20 14:17:29.6836,2016-09-20 14:18:01.453597,LGN,DAY,  18.60,  18.60,466,5,    7.065,    5.030,    4.961,LPGS_15.3.1c,65.19852494,94.41123490,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.01"N,60°51'44.93"W,3°56'24.72"N,61°52'59.12"W,3°56'05.71"N,59°50'10.50"W,1°50'23.53"N,61°53'06.50"W,1°50'14.68"N,59°50'31.38"W,  2.89278, -60.86248,  3.94020, -61.88309,  3.93492, -59.83625,  1.83987, -61.88514,  1.83741, -59.84205,LC08_L2SP_232058_20160920_20200906_02_T1,LC82320582016264LGN01
LC08_L2SP_231058_20160929_20200906_02_T1,LC08_L1TP_231058_20160929_20200906_02_T1,LC82310582016273LGN02,2016/09/29,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/06,2020/09/06,2016-09-29 14:11:18.276663,2016-09-29 14:11:50.04666,LGN,DAY,  28.41,  28.41,383,5,    6.610,    5.005,    4.318,LPGS_15.3.1c,65.41210359,102.98599863,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'33.97"N,59°18'35.14"W,3°56'13.02"N,60°20'14.39"W,3°56'33.58"N,58°17'16.87"W,1°50'13.52"N,60°19'52.32"W,1°50'23.10"N,58°17'08.34"W,  2.89277, -59.30976,  3.93695, -60.33733,  3.94266, -58.28802,  1.83709, -60.33120,  1.83975, -58.28565,LC08_L2SP_231058_20160929_20200906_02_T1,LC82310582016273LGN02
LC08_L2SP_232058_20161006_20200906_02_T1,LC08_L1TP_232058_20161006_20200906_02_T1,LC82320582016280LGN01,2016/10/06,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/06,2020/09/06,2016-10-06 14:17:32.367738,2016-10-06 14:18:04.137735,LGN,DAY,   3.98,   3.98,699,5,    5.870,    4.242,    4.057,LPGS_15.3.1c,65.18751437,109.56822398,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.01"N,60°51'54.76"W,3°56'24.72"N,61°53'08.84"W,3°56'05.78"N,59°50'29.94"W,1°50'23.53"N,61°53'16.22"W,1°50'14.71"N,59°50'50.78"W,  2.89278, -60.86521,  3.94020, -61.88579,  3.93494, -59.84165,  1.83987, -61.88784,  1.83742, -59.84744,LC08_L2SP_232058_20161006_20200906_02_T1,LC82320582016280LGN01
LC08_L2SP_231058_20161015_20200906_02_T1,LC08_L1TP_231058_20161015_20200905_02_T1,LC82310582016289LGN01,2016/10/15,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/06,2020/09/05,2016-10-15 14:11:24.498501,2016-10-15 14:11:56.268498,LGN,DAY,  16.35,  16.35,443,5,    6.385,    4.294,    4.726,LPGS_15.3.1c,64.41282310,117.42794745,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.44"N,59°19'45.55"W,3°56'12.70"N,60°21'32.08"W,3°56'33.47"N,58°18'24.98"W,1°50'13.38"N,60°21'09.86"W,1°50'23.06"N,58°18'16.31"W,  2.89290, -59.32932,  3.93686, -60.35891,  3.94263, -58.30694,  1.83705, -60.35274,  1.83974, -58.30453,LC08_L2SP_231058_20161015_20200906_02_T1,LC82310582016289LGN01
LC08_L2SP_232058_20161022_20200905_02_T1,LC08_L1TP_232058_20161022_20200905_02_T1,LC82320582016296LGN01,2016/10/22,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/05,2020/09/05,2016-10-22 14:17:36.332117,2016-10-22 14:18:08.102114,LGN,DAY,  89.48,  89.48,295,5,    7.584,    5.368,    5.357,LPGS_15.3.1c,63.47743804,122.80908019,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.90"N,60°52'39.94"W,3°56'24.79"N,61°53'57.48"W,3°56'05.93"N,59°51'08.78"W,1°50'23.57"N,61°54'04.75"W,1°50'14.75"N,59°51'29.56"W,  2.89275, -60.87776,  3.94022, -61.89930,  3.93498, -59.85244,  1.83988, -61.90132,  1.83743, -59.85821,LC08_L2SP_232058_20161022_20200905_02_T1,LC82320582016296LGN01
LC08_L2SP_231058_20161031_20200905_02_T1,LC08_L1TP_231058_20161031_20200905_02_T1,LC82310582016305LGN01,2016/10/31,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/05,2020/09/05,2016-10-31 14:11:25.671815,2016-10-31 14:11:57.441812,LGN,DAY,  68.18,  68.18,131,5,    7.761,    5.442,    5.533,LPGS_15.3.1c,61.95516606,128.54339061,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'33.43"N,59°19'54.77"W,3°56'12.66"N,60°21'41.80"W,3°56'33.47"N,58°18'34.70"W,1°50'13.34"N,60°21'19.58"W,1°50'23.06"N,58°18'26.03"W,  2.89262, -59.33188,  3.93685, -60.36161,  3.94263, -58.30964,  1.83704, -60.35544,  1.83974, -58.30723,LC08_L2SP_231058_20161031_20200905_02_T1,LC82310582016305LGN01
LC08_L2SP_232058_20161107_20200905_02_T1,LC08_L1TP_232058_20161107_20200905_02_T1,LC82320582016312LGN01,2016/11/07,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/05,2020/09/05,2016-11-07 14:17:35.541036,2016-11-07 14:18:07.311033,LGN,DAY,  41.17,  41.17,199,5,    8.599,    6.027,    6.133,LPGS_15.3.1c,60.61407698,132.03841365,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.79"N,60°52'25.79"W,3°56'24.76"N,61°53'47.76"W,3°56'05.89"N,59°50'59.06"W,1°50'23.57"N,61°53'55.07"W,1°50'14.75"N,59°51'19.87"W,  2.89272, -60.87383,  3.94021, -61.89660,  3.93497, -59.84974,  1.83988, -61.89863,  1.83743, -59.85552,LC08_L2SP_232058_20161107_20200905_02_T1,LC82320582016312LGN01
LC08_L2SP_231058_20161116_20200905_02_T1,LC08_L1TP_231058_20161116_20200905_02_T1,LC82310582016321LGN01,2016/11/16,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/05,2020/09/05,2016-11-16 14:11:24.962242,2016-11-16 14:11:56.73224,LGN,DAY,  95.73,  95.73,33,5,    8.749,    6.635,    5.702,LPGS_15.3.1c,58.82838105,135.32222444,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'33.32"N,59°19'50.16"W,3°56'12.70"N,60°21'32.08"W,3°56'33.47"N,58°18'24.98"W,1°50'13.38"N,60°21'09.86"W,1°50'23.06"N,58°18'16.31"W,  2.89259, -59.33060,  3.93686, -60.35891,  3.94263, -58.30694,  1.83705, -60.35274,  1.83974, -58.30453,LC08_L2SP_231058_20161116_20200905_02_T1,LC82310582016321LGN01
LC08_L2SP_232058_20161123_20200905_02_T1,LC08_L1TP_232058_20161123_20200905_02_T1,LC82320582016328LGN01,2016/11/23,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/05,2020/09/05,2016-11-23 14:17:36.005132,2016-11-23 14:18:07.775129,LGN,DAY,  72.32,  72.32,123,5,    8.535,    6.060,    6.010,LPGS_15.3.1c,57.46929285,137.00318979,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.86"N,60°52'44.58"W,3°56'24.79"N,61°53'57.48"W,3°56'05.96"N,59°51'18.50"W,1°50'23.57"N,61°54'04.75"W,1°50'14.78"N,59°51'39.24"W,  2.89274, -60.87905,  3.94022, -61.89930,  3.93499, -59.85514,  1.83988, -61.90132,  1.83744, -59.86090,LC08_L2SP_232058_20161123_20200905_02_T1,LC82320582016328LGN01
LC08_L2SP_231058_20161202_20200905_02_T1,LC08_L1TP_231058_20161202_20200905_02_T1,LC82310582016337LGN01,2016/12/02,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/05,2020/09/05,2016-12-02 14:11:24.35901,2016-12-02 14:11:56.129007,LGN,DAY,  25.23,  25.23,335,5,    6.879,    4.691,    5.032,LPGS_15.3.1c,55.86956114,138.15535308,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'33.86"N,59°20'00.24"W,3°56'12.66"N,60°21'41.80"W,3°56'33.47"N,58°18'34.70"W,1°50'13.34"N,60°21'19.58"W,1°50'23.06"N,58°18'26.03"W,  2.89274, -59.33340,  3.93685, -60.36161,  3.94263, -58.30964,  1.83704, -60.35544,  1.83974, -58.30723,LC08_L2SP_231058_20161202_20200905_02_T1,LC82310582016337LGN01
LC08_L2SP_232058_20161209_20200905_02_T1,LC08_L1TP_232058_20161209_20200905_02_T1,LC82320582016344LGN01,2016/12/09,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/05,2020/09/05,2016-12-09 14:17:33.589015,2016-12-09 14:18:05.359012,LGN,DAY,  35.45,  35.45,389,5,    7.335,    5.335,    5.034,LPGS_15.3.1c,54.80281694,138.35695718,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.47"N,60°52'32.23"W,3°56'24.76"N,61°53'47.76"W,3°56'05.89"N,59°50'59.06"W,1°50'23.57"N,61°53'55.07"W,1°50'14.75"N,59°51'19.87"W,  2.89263, -60.87562,  3.94021, -61.89660,  3.93497, -59.84974,  1.83988, -61.89863,  1.83743, -59.85552,LC08_L2SP_232058_20161209_20200905_02_T1,LC82320582016344LGN01
LC08_L2SP_231058_20161218_20200905_02_T1,LC08_L1TP_231058_20161218_20200905_02_T1,LC82310582016353LGN02,2016/12/18,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/05,2020/09/05,2016-12-18 14:11:19.693365,2016-12-18 14:11:51.463362,LGN,DAY,  51.81,  51.81,199,5,    7.763,    5.526,    5.452,LPGS_15.3.1c,53.73313078,137.83428784,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.62"N,59°19'23.56"W,3°56'12.84"N,60°21'02.95"W,3°56'33.50"N,58°18'05.51"W,1°50'13.42"N,60°20'40.81"W,1°50'23.06"N,58°17'56.90"W,  2.89295, -59.32321,  3.93690, -60.35082,  3.94264, -58.30153,  1.83706, -60.34467,  1.83974, -58.29914,LC08_L2SP_231058_20161218_20200905_02_T1,LC82310582016353LGN02
LC08_L2SP_232058_20161225_20200905_02_T1,LC08_L1TP_232058_20161225_20200905_02_T1,LC82320582016360LGN01,2016/12/25,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/05,2020/09/05,2016-12-25 14:17:29.659876,2016-12-25 14:18:01.429873,LGN,DAY,  71.44,  71.44,165,5,    8.257,    6.055,    5.614,LPGS_15.3.1c,53.16588922,136.87934346,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'33.79"N,60°52'10.16"W,3°56'24.76"N,61°53'28.32"W,3°56'05.82"N,59°50'39.62"W,1°50'23.53"N,61°53'35.63"W,1°50'14.71"N,59°51'00.47"W,  2.89272, -60.86949,  3.94021, -61.89120,  3.93495, -59.84434,  1.83987, -61.89323,  1.83742, -59.85013,LC08_L2SP_232058_20161225_20200905_02_T1,LC82320582016360LGN01
LC08_L2SP_231058_20170103_20200905_02_T1,LC08_L1TP_231058_20170103_20200905_02_T1,LC82310582017003LGN01,2017/01/03,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/05,2020/09/05,2017-01-03 14:11:16.988471,2017-01-03 14:11:48.758468,LGN,DAY,  80.00,  80.00,67,5,    8.011,    5.937,    5.378,LPGS_15.3.1c,52.80726511,135.02709377,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.19"N,59°19'44.11"W,3°56'12.73"N,60°21'22.39"W,3°56'33.47"N,58°18'24.98"W,1°50'13.38"N,60°21'00.18"W,1°50'23.06"N,58°18'16.31"W,  2.89283, -59.32892,  3.93687, -60.35622,  3.94263, -58.30694,  1.83705, -60.35005,  1.83974, -58.30453,LC08_L2SP_231058_20170103_20200905_02_T1,LC82310582017003LGN01
LC08_L2SP_232058_20170110_20200905_02_T1,LC08_L1TP_232058_20170110_20200905_02_T1,LC82320582017010LGN01,2017/01/10,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/05,2020/09/05,2017-01-10 14:17:26.350416,2017-01-10 14:17:58.120413,LGN,DAY,   3.94,   3.94,652,5,    6.141,    4.455,    4.226,LPGS_15.3.1c,52.82826965,133.14648550,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.84"N,60°52'26.87"W,3°56'24.76"N,61°53'47.76"W,3°56'05.89"N,59°50'59.06"W,1°50'23.57"N,61°53'55.07"W,1°50'14.75"N,59°51'19.87"W,  2.89301, -60.87413,  3.94021, -61.89660,  3.93497, -59.84974,  1.83988, -61.89863,  1.83743, -59.85552,LC08_L2SP_232058_20170110_20200905_02_T1,LC82320582017010LGN01
LC08_L2SP_231058_20170119_20200905_02_T1,LC08_L1TP_231058_20170119_20200905_02_T1,LC82310582017019LGN02,2017/01/19,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/05,2020/09/05,2017-01-19 14:11:12.790669,2017-01-19 14:11:44.560666,LGN,DAY,  80.46,  80.46,72,5,    8.752,    6.022,    6.350,LPGS_15.3.1c,53.22771921,130.20225178,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.40"N,59°19'41.56"W,3°56'12.73"N,60°21'22.39"W,3°56'33.50"N,58°18'15.23"W,1°50'13.38"N,60°21'00.18"W,1°50'23.06"N,58°18'06.62"W,  2.89289, -59.32821,  3.93687, -60.35622,  3.94264, -58.30423,  1.83705, -60.35005,  1.83974, -58.30184,LC08_L2SP_231058_20170119_20200905_02_T1,LC82310582017019LGN02
LC08_L2SP_232058_20170126_20200905_02_T1,LC08_L1TP_232058_20170126_20200905_02_T1,LC82320582017026LGN00,2017/01/26,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/05,2020/09/05,2017-01-26 14:17:20.785043,2017-01-26 14:17:52.55504,LGN,DAY,  54.37,  54.37,379,5,    6.416,    4.691,    4.377,LPGS_15.3.1c,53.80545427,127.50978038,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.22"N,60°52'11.17"W,3°56'24.76"N,61°53'28.32"W,3°56'05.82"N,59°50'39.62"W,1°50'23.53"N,61°53'35.63"W,1°50'14.71"N,59°51'00.47"W,  2.89284, -60.86977,  3.94021, -61.89120,  3.93495, -59.84434,  1.83987, -61.89323,  1.83742, -59.85013,LC08_L2SP_232058_20170126_20200905_02_T1,LC82320582017026LGN00
LC08_L2SP_231058_20170204_20200905_02_T1,LC08_L1TP_231058_20170204_20200905_02_T1,LC82310582017035LGN00,2017/02/04,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/05,2020/09/05,2017-02-04 14:11:05.345811,2017-02-04 14:11:37.115809,LGN,DAY,  93.71,  93.71,50,5,    8.483,    6.126,    5.867,LPGS_15.3.1c,54.84237187,123.54196048,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'33.11"N,59°19'05.88"W,3°56'12.88"N,60°20'53.23"W,3°56'33.54"N,58°17'46.07"W,1°50'13.45"N,60°20'31.09"W,1°50'23.10"N,58°17'37.46"W,  2.89253, -59.31830,  3.93691, -60.34812,  3.94265, -58.29613,  1.83707, -60.34197,  1.83975, -58.29374,LC08_L2SP_231058_20170204_20200905_02_T1,LC82310582017035LGN00
LC08_L2SP_232058_20170211_20200905_02_T1,LC08_L1TP_232058_20170211_20200905_02_T1,LC82320582017042LGN00,2017/02/11,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/05,2020/09/05,2017-02-11 14:17:12.696996,2017-02-11 14:17:44.466993,LGN,DAY,  46.02,  46.02,173,5,    8.354,    6.088,    5.720,LPGS_15.3.1c,55.83542335,120.05075457,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.22"N,60°51'33.88"W,3°56'24.68"N,61°52'49.40"W,3°56'05.71"N,59°50'10.50"W,1°50'23.53"N,61°52'56.82"W,1°50'14.68"N,59°50'31.38"W,  2.89284, -60.85941,  3.94019, -61.88039,  3.93492, -59.83625,  1.83987, -61.88245,  1.83741, -59.84205,LC08_L2SP_232058_20170211_20200905_02_T1,LC82320582017042LGN00
LC08_L2SP_231058_20170220_20200905_02_T1,LC08_L1TP_231058_20170220_20200905_02_T1,LC82310582017051LGN00,2017/02/20,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/05,2020/09/05,2017-02-20 14:10:59.393464,2017-02-20 14:11:31.163462,LGN,DAY,  81.15,  81.15,253,5,    8.169,    6.203,    5.317,LPGS_15.3.1c,57.26114061,115.01402118,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'33.61"N,59°19'09.84"W,3°56'12.88"N,60°20'53.23"W,3°56'33.54"N,58°17'46.07"W,1°50'13.45"N,60°20'31.09"W,1°50'23.10"N,58°17'37.46"W,  2.89267, -59.31940,  3.93691, -60.34812,  3.94265, -58.29613,  1.83707, -60.34197,  1.83975, -58.29374,LC08_L2SP_231058_20170220_20200905_02_T1,LC82310582017051LGN00
LC08_L2SP_232058_20170227_20200905_02_T1,LC08_L1TP_232058_20170227_20200905_02_T1,LC82320582017058LGN00,2017/02/27,T1,2, 232, 058, 232, 058,NADIR,   0.000,2020/09/05,2020/09/05,2017-02-27 14:17:07.53349,2017-02-27 14:17:39.303488,LGN,DAY,  19.67,  19.67,497,5,    6.707,    4.781,    4.704,LPGS_15.3.1c,58.41587740,110.63921911,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,20,WGS84,WGS84,2°53'34.26"N,60°51'58.72"W,3°56'24.72"N,61°53'18.56"W,3°56'05.78"N,59°50'29.94"W,1°50'23.53"N,61°53'25.94"W,1°50'14.71"N,59°50'50.78"W,  2.89285, -60.86631,  3.94020, -61.88849,  3.93494, -59.84165,  1.83987, -61.89054,  1.83742, -59.84744,LC08_L2SP_232058_20170227_20200905_02_T1,LC82320582017058LGN00
LC08_L2SP_231058_20170308_20200904_02_T1,LC08_L1TP_231058_20170308_20200904_02_T1,LC82310582017067LGN00,2017/03/08,T1,2, 231, 058, 231, 058,NADIR,   0.000,2020/09/04,2020/09/04,2017-03-08 14:10:52.154889,2017-03-08 14:11:23.924887,LGN,DAY,  94.80,  94.80,88,5,    8.542,    6.067,    6.014,LPGS_15.3.1c,59.85291798,104.43261291,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,21,WGS84,WGS84,2°53'34.12"N,59°19'11.39"W,3°56'12.88"N,60°20'53.23"W,3°56'33.54"N,58°17'46.07"W,1°50'13.45"N,60°20'31.09"W,1°50'23.10"N,58°17'37.46"W,  2.89281, -59.31983,  3.93691, -60.34812,  3.94265, -58.29613,  1.83707, -60.34197,  1.83975, -58.29374,LC08_L2SP_231058_20170308_20200904_02_T1,LC82310582017067LGN00
